Title|URL
123 - Enterprise Campus Wired Design Fundamentals - BRKENS-1501|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKENS-1501.pdf
3 deep observability techniques to improve your hybrid-cloud security posture without spending more - CNCCLD-1000|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/CNCCLD-1000.pdf
3 Keys to Succeeding at IoT Scale with Cellular Connectivity Management - PSOSPG-1701|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/PSOSPG-1701.pdf
3 Reasons Your Enterprise Video Strategy Isn’t Working - VILCOL-1108|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/VILCOL-1108.pdf
5G RAN Transport Architecture - BRKSPM-2977|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKSPM-2977.pdf
5G Transport Design Considerations Combining Onsite and Cloud-Based Deployments - BRKSPM-2030|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKSPM-2030.pdf
5 ways to impress your colleagues with automation - DEVNET-1970|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/DEVNET-1970.pdf
7 Ways to Fail as a Wireless Expert - The Original (but updated) - BRKEWN-1731|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKEWN-1731.pdf
7 Ways to Fail - on Wi-Fi 6(E) - BRKEWN-1742|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKEWN-1742.pdf
Accelerate Exceptional User Experiences with Full-Stack Observability - PSOCX-1104|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/PSOCX-1104.pdf
Accelerating Secure Innovation: Full Stack Observability for Modern Apps - INTAPP-1750|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/INTAPP-1750.pdf
Accelerating your cloud adoption with Cisco on AWS - CNCCLD-1002|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/CNCCLD-1002.pdf
Achieving Cyber Resilience and Security Maturity with Splunk and Cisco - VILSEC-1033|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/VILSEC-1033.pdf
Achieving faster delivery, simplified operations, and continuous optimization with Intersight Cloud Management Platform - BRKCLD-1666|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKCLD-1666.pdf
Achieving Government-grade Collaboration with the Webex Platform in Public &amp; Private Sector - PSOCOL-2012|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/PSOCOL-2012.pdf
Achieving Industry Standards, Frameworks and Architectures Using Duo - BRKSEC-1017|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKSEC-1017.pdf
ACI L4-L7 Policy-Based Redirect (PBR) Deep Dive and Tips - BRKDCN-3610|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKDCN-3610.pdf
ACI Multi-Site Architecture and Deployment - Part 2 - BRKDCN-2480b|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKDCN-2480b.pdf
ACI Multi-Site Architecture and Deployment - Part 1 - BRKDCN-2480a|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKDCN-2480a.pdf
ACI Troubleshooting: A deep dive into PBR - BRKDCN-3815|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKDCN-3815.pdf
ACI Troubleshooting: Advanced L3out Features - BRKDCN-3569|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKDCN-3569.pdf
A Day in the Life of a VXLAN EVPN Multi-Site Packet - BRKDCN-2345|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKDCN-2345.pdf
A Day in the Life of a VXLAN EVPN Packet - BRKDCN-2563|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKDCN-2563.pdf
Addition by subtraction: The impact of technology and data on health and wellness - ITLGEN-2201|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/ITLGEN-2201.pdf
Advanced Automation with Cisco NSO - BRKATO-3000|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKATO-3000.pdf
Advanced SD-WAN Routing Troubleshooting  - BRKENT-3793|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKENT-3793.pdf
Advanced Troubleshooting of cat8k,asr1k, ISR and SD-WAN Edge Made Easy - BRKTRS-3475|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKTRS-3475.pdf
Advanced YANG Data Modeling for Cisco NSO - DEVNET-3014|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/DEVNET-3014.pdf
AI and Cognitive Collaboration - BRKCOL-1871|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKCOL-1871.pdf
AI Insights and Beyond: Full Network Intelligence and Recommendations in the Cloud - BRKMER-2004|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKMER-2004.pdf
AI/ML Hops on the Ops Bandwagon - BRKNWT-2209|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKNWT-2209.pdf
All We Can Save: Truth, Courage &amp; Solutions - FUTR-1002|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/FUTR-1002.pdf
A Network-Centric View of Security and Data Protection - CNCSEC-2001|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/CNCSEC-2001.pdf
A Network Engineer's Blueprint for ACI Forwarding  Part 1 - BRKDCN-3900a|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKDCN-3900a.pdf
A Network Engineer's Blueprint for ACI Forwarding  Part 2 - BRKDCN-3900b|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKDCN-3900b.pdf
A New Hybrid World:  How to Win In the   Changing Talent Market - ITLGEN-2105|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/ITLGEN-2105.pdf
An Introduction to Risk-Based Vulnerability Management - BRKSEC-1639|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKSEC-1639.pdf
Announcing New SaaS Experience with Nexus Hybrid Cloud Networking - PSODCN-2354|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/PSODCN-2354.pdf
Ansible and NDFC! Parity in Function and Value to Operate Your Fabric - BRKDCN-2716|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKDCN-2716.pdf
Ansible for Collaboration Automation - DEVNET-1054|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/DEVNET-1054.pdf
Any App, Any Scale with New UCS Computing Solutions - PSODCN-2353|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/PSODCN-2353.pdf
A Passion for Learning: Developing new IT skills with WWT and the WWT Advanced Technology Center - CNCENS-1002|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/CNCENS-1002.pdf
A path forward with Cisco's IoT Switching Portfolio: Addressing challenges within your Industrial Networks  - PSOIOT-2007|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/PSOIOT-2007.pdf
API Design-First - Not Just Another Pretty Interface - DEVNET-2092|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/DEVNET-2092.pdf
Apple Device Security With Jamf - VILSEC-2021|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/VILSEC-2021.pdf
Application-Driven Networking with Consul-Terraform-Sync and Cisco ACI - DEVNET-3005|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/DEVNET-3005.pdf
Application Security for Kubernetes and Cloud Native Worlds - DEVNET-3330|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/DEVNET-3330.pdf
Application Security - The Final Frontier - BRKSEC-1139|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKSEC-1139.pdf
Applying user zero trust policies based on automated alerting - DEVLIT-1929|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/DEVLIT-1929.pdf
A quick tour to Meraki scanning API - DEVNET-1248|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/DEVNET-1248.pdf
Architecting Hybrid Multi-Cloud Infrastructures - BRKDCN-2221|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKDCN-2221.pdf
Architecting Next Generation Wireless Network with Catalyst Wi-Fi 6E Access Points - BRKEWN-2024|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKEWN-2024.pdf
Are you Ready for Wi-Fi 6E and 7? - CNCEWN-2000|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/CNCEWN-2000.pdf
A SAFE Branch with Cisco Meraki - BRKSEC-2449|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKSEC-2449.pdf
As a Service + Hybrid Cloud: A Force Multiplier for Business  - CNCDCN-1005|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/CNCDCN-1005.pdf
Attaining Competitive Advantage in a Multi-Cloud World - CNCCLD-1001|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/CNCCLD-1001.pdf
Authentication, Authorization and Provision for Cisco Collaboration - Part 1 - BRKCOL-2007a|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKCOL-2007a.pdf
Authentication, Authorization and Provision for Cisco Collaboration - Part 2 - BRKCOL-2007b|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKCOL-2007b.pdf
Authentication in a New Era - BRKSEC-2076|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKSEC-2076.pdf
Automate and orchestrate your hybrid cloud infrastructure - PSOCLD-2005|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/PSOCLD-2005.pdf
Automated Assurance Enabling Exceptional Customer Experience in Today’s Digital Economy - CNCCX-1000|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/CNCCX-1000.pdf
Automated Full-Stack Observability in Action - BRKAPP-2002|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKAPP-2002.pdf
Automated Testing of NSO with Robot Framework - Tools and Best Practices - BRKOPS-2506|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKOPS-2506.pdf
Automate Operations Across Service Lifecycle with Cisco SDN Controller - BRKSPG-2034|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKSPG-2034.pdf
Automate the Deployment of a Wireless Network with the Help of Cisco DNA Center - BRKOPS-2402|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKOPS-2402.pdf
Automate Your Network with Nexus Dashboard Fabric Controller - PSODCN-2356|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/PSODCN-2356.pdf
Automating Cloud ACI Operations on Public Clouds - DEVNET-2686|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/DEVNET-2686.pdf
Automating Cyber Hygiene Operations with SecureX and Kenna Security - DEVLIT-1355|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/DEVLIT-1355.pdf
Automating Highly Available Data Center Architecture with NDO and NDFC - BRKDCN-2731|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKDCN-2731.pdf
Automating Migration to Webex Calling - DEVNET-2100|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/DEVNET-2100.pdf
Automating ThousandEyes implementation - DEVNET-2901|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/DEVNET-2901.pdf
Automating ThousandEyes Tests and Agents  - BRKAPP-2001|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKAPP-2001.pdf
Automation Concepts in Firewall Policy Provisioning - BRKOPS-2290|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKOPS-2290.pdf
Automation-First Approach to Network Infrastructure Modernization for 5G &amp; Beyond - BRKNWT-2203|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKNWT-2203.pdf
Automation gone wrong - Lessons learned from screwing up your network automation - DEVNET-1439|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/DEVNET-1439.pdf
Automation of Network Fault Management System - BRKOPS-2128|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKOPS-2128.pdf
Automation &amp; Orchestration Strategies for the Cloud-First Enterprise - BRKCLD-1444|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKCLD-1444.pdf
Avoid Tripping on Your Feet with Agile Infrastructure Engineering - BRKOPS-1114|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKOPS-1114.pdf
Become a NetDevOps Engineer... Starting Today! - BRKDEV-1053|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKDEV-1053.pdf
Becoming a Wi-Fi Guest Star: Better Practices for Guest Networks on Cisco Catalyst Wireless - BRKEWN-2284|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKEWN-2284.pdf
Benefits of Streaming Telemetry in Monitoring and Troubleshooting Cisco NXOS Devices - DEVNET-3010|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/DEVNET-3010.pdf
Best Practice of Virtual Port Channel in VXLAN - BRKDCN-2012|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKDCN-2012.pdf
Best Practices for Cloud and Compute Connectivity with the 5th Generation UCS Fabric and Intersight - BRKDCN-2587|https://www.ciscolive.com/c/dam/r/ciscolive/global-event/docs/2022/pdf/BRKDCN-2587.pdf
